starttime	seconds	ctime	dtime	ttime	wait
Sun Oct 09 07:20:46 2011	1318141246	0	29	29	28
Sun Oct 09 07:20:50 2011	1318141250	0	29	29	23
Sun Oct 09 07:20:47 2011	1318141247	0	29	29	28
Sun Oct 09 07:20:56 2011	1318141256	0	29	29	11
Sun Oct 09 07:20:49 2011	1318141249	0	29	29	26
Sun Oct 09 07:20:51 2011	1318141251	0	29	29	17
Sun Oct 09 07:20:52 2011	1318141252	0	29	29	29
Sun Oct 09 07:20:53 2011	1318141253	0	29	29	29
Sun Oct 09 07:20:52 2011	1318141252	0	29	29	28
Sun Oct 09 07:20:54 2011	1318141254	0	29	29	23
Sun Oct 09 07:20:51 2011	1318141251	0	29	29	29
Sun Oct 09 07:20:45 2011	1318141245	0	29	29	13
Sun Oct 09 07:20:56 2011	1318141256	0	29	29	28
Sun Oct 09 07:20:52 2011	1318141252	0	29	29	27
Sun Oct 09 07:20:48 2011	1318141248	0	29	29	21
Sun Oct 09 07:20:44 2011	1318141244	0	29	29	27
Sun Oct 09 07:20:46 2011	1318141246	0	29	29	29
Sun Oct 09 07:20:46 2011	1318141246	0	29	29	29
Sun Oct 09 07:20:58 2011	1318141258	0	29	29	29
Sun Oct 09 07:20:46 2011	1318141246	0	29	29	29
Sun Oct 09 07:20:57 2011	1318141257	0	29	29	24
Sun Oct 09 07:20:47 2011	1318141247	0	29	29	29
Sun Oct 09 07:20:45 2011	1318141245	0	29	29	29
Sun Oct 09 07:20:55 2011	1318141255	0	29	29	20
Sun Oct 09 07:20:49 2011	1318141249	0	29	29	28
Sun Oct 09 07:20:49 2011	1318141249	0	29	29	21
Sun Oct 09 07:20:56 2011	1318141256	0	29	29	29
